taxa	country	location	latitude	longitude	collection_date
EBOV|J0143|KP759604|SLE|Kambia|2014-11-04	SLE	Kambia	9.092437464	-12.88930324	04/11/2014
EBOV|J0144|KP759605|SLE|Kambia|2014-11-04	SLE	Kambia	9.147117324	-12.90371493	04/11/2014
EBOV|J0145|KP759693|SLE|WesternRural|2014-11-06	SLE	WesternRural	8.486069398	-13.22303608	06/11/2014
EBOV|J0146|KP759610|SLE|WesternUrban|2014-11-07	SLE	WesternUrban	8.54409702	-13.20223344	07/11/2014
EBOV|J0147|KP759611|SLE|WesternUrban|2014-11-07	SLE	WesternUrban	8.543375096	-13.18867883	07/11/2014
EBOV|J0148|KP759612|SLE|WesternRural|2014-11-06	SLE	WesternRural	8.487840902	-13.10291147	06/11/2014
EBOV|J0149|KP759695|SLE|WesternUrban|2014-11-07	SLE	WesternUrban	8.41625651	-13.25950786	07/11/2014
EBOV|J0150|KP759696|SLE|WesternUrban|2014-11-06	SLE	WesternUrban	8.414606763	-13.24570642	06/11/2014
EBOV|J0151|KP759613|SLE|WesternRural|2014-11-07	SLE	WesternRural	8.506270579	-13.19619905	07/11/2014
EBOV|J0152|KP759614|SLE|WesternRural|2014-11-07	SLE	WesternRural	8.473701078	-13.18295737	07/11/2014
EBOV|J0153|KP759616|SLE|WesternRural|2014-11-07	SLE	WesternRural	8.42656429	-13.13609389	07/11/2014
EBOV|J0154|KP759617|SLE|WesternArea|2014-11-07	SLE	WesternRural	8.39070403	-13.1627592	07/11/2014
EBOV|J0155|KP759697|SLE|WesternArea|2014-11-07	SLE	WesternUrban	8.5442272	-13.30028314	07/11/2014
EBOV|J0156|KP759698|SLE|WesternUrban|2014-11-07	SLE	WesternUrban	8.438409317	-13.26629336	07/11/2014
EBOV|J0157|KP759699|SLE|WesternUrban|2014-11-06	SLE	WesternUrban	8.440470527	-13.23900913	06/11/2014
EBOV|J0158|KP759700|SLE|WesternRural|2014-11-08	SLE	WesternRural	8.385272865	-13.23250478	08/11/2014
EBOV|J0159|KP759619|SLE|WesternRural|2014-11-05	SLE	WesternRural	8.505002255	-13.24056524	05/11/2014
EBOV|J0160|KP759621|SLE|WesternRural|2014-11-07	SLE	WesternRural	8.517525027	-13.20592818	07/11/2014
EBOV|J0161|KP759701|SLE|WesternUrban|2014-11-08	SLE	WesternUrban	8.47611729	-13.30936464	08/11/2014
EBOV|J0162|KP759622|SLE|Kambia|2014-11-09	SLE	Kambia	9.066908837	-12.98573434	09/11/2014
EBOV|J0163|KP759702|SLE|PortLoko|2014-11-08	SLE	PortLoko	8.745289448	-12.49098822	08/11/2014
EBOV|J0164|KP759623|SLE|WesternRural|2014-11-09	SLE	WesternRural	8.410868866	-13.15661036	09/11/2014
EBOV|J0165|KP759703|SLE|WesternUrban|2014-11-08	SLE	WesternUrban	8.491420913	-13.20525018	08/11/2014
EBOV|J0166|KP759704|SLE|WesternUrban|2014-11-08	SLE	WesternUrban	8.457277746	-13.28311212	08/11/2014
EBOV|J0167|KP759624|SLE|WesternUrban|2014-11-08	SLE	WesternUrban	8.426525099	-13.26211625	08/11/2014
EBOV|J0168|KP759705|SLE|WesternArea|2014-11-11	SLE	WesternRural	8.445813021	-13.14150215	11/11/2014
EBOV|J0169|KP759706|SLE|WesternUrban|2014-11-09	SLE	WesternUrban	8.399782849	-13.29412881	09/11/2014
EBOV|J0170|KP759625|SLE|WesternUrban|2014-11-10	SLE	WesternUrban	8.404352085	-13.31242478	10/11/2014
EBOV|J0171|KP759707|SLE|WesternRural|2014-11-10	SLE	WesternRural	8.427613655	-13.23590503	10/11/2014
EBOV|J0172|KP759626|SLE|WesternRural|2014-11-11	SLE	WesternRural	8.491735285	-13.14205159	11/11/2014
EBOV|J0173|KP759627|SLE|WesternRural|2014-11-11	SLE	WesternRural	8.442332368	-13.18037055	11/11/2014
EBOV|J0174|KP759708|SLE|WesternArea|2014-11-11	SLE	WesternRural	8.489485085	-13.16819001	11/11/2014
EBOV|J0175|KP759709|SLE|WesternArea|2014-11-11	SLE	WesternUrban	8.547252471	-13.28661615	11/11/2014
EBOV|CDC-NIH-1122||LBR|Margibi|2014-09-16	LBR	Margibi	6.272831278	-10.3200543	16/09/2014
EBOV|CDC-NIH-1650||LBR|Margibi|2014-09-27	LBR	Margibi	6.174394641	-10.3276259	27/09/2014
EBOV|CDC-NIH-2303||LBR|Montserrado|2014-10-10	LBR	Montserrado	6.353891605	-10.73873933	10/10/2014
EBOV|CDC-NIH-2313||LBR|Montserrado|2014-10-10	LBR	Montserrado	6.322598697	-10.63544971	10/10/2014
EBOV|CDC-NIH-257||LBR|Montserrado|2014-08-27	LBR	Montserrado	6.358467328	-10.74574525	27/08/2014
EBOV|CDC-NIH-259||LBR|Montserrado|2014-08-27	LBR	Montserrado	6.321798541	-10.76336246	27/08/2014
EBOV|CDC-NIH-261||LBR|Montserrado|2014-08-27	LBR	Montserrado	6.353191874	-10.65097836	27/08/2014
EBOV|CDC-NIH-272||LBR|Montserrado|2014-08-27	LBR	Montserrado	6.37240812	-10.66815963	27/08/2014
EBOV|CDC-NIH-2984||LBR|Montserrado|2014-10-23	LBR	Montserrado	6.296460289	-10.63062215	23/10/2014
EBOV|CDC-NIH-3762||LBR|Montserrado|2014-11-19	LBR	Montserrado	6.312097387	-10.71930335	19/11/2014
EBOV|CDC-NIH-3827||LBR|Montserrado|2014-11-23	LBR	Montserrado	6.233401668	-10.68786867	23/11/2014
EBOV|CDC-NIH-3832||LBR|GrandCapeMount|2014-11-23	LBR	GrandCapeMount	6.651993576	-11.32246249	23/11/2014
EBOV|CDC-NIH-3871||LBR|GrandBassa|2014-11-25	LBR	GrandBassa	5.859979374	-10.05780453	25/11/2014
EBOV|CDC-NIH-3874||LBR|Montserrado|2014-11-25	LBR	Montserrado	6.317598845	-10.70127469	25/11/2014
EBOV|CDC-NIH-3878||LBR|Montserrado|2014-11-25	LBR	Montserrado	6.253679209	-10.662832	25/11/2014
EBOV|CDC-NIH-595||LBR|Montserrado|2014-09-04	LBR	Montserrado	6.269828538	-10.68893222	04/09/2014
EBOV|CDC-NIH-603||LBR|Montserrado|2014-09-04	LBR	Montserrado	6.247790435	-10.75496417	04/09/2014
EBOV|CDC-NIH-683||LBR|Montserrado|2014-09-06	LBR	Montserrado	6.286852341	-10.64179531	06/09/2014
EBOV|CDC-NIH-686||LBR|Margibi|2014-09-06	LBR	Margibi	6.284354597	-10.31339777	06/09/2014
EBOV|CDC-NIH-708||LBR|Montserrado|2014-09-07	LBR	Montserrado	6.331014177	-10.77642696	07/09/2014
EBOV|CDC-NIH-710||LBR|Montserrado|2014-09-07	LBR	Montserrado	6.234957064	-10.63312804	07/09/2014
EBOV|LIBR0008|KT725313|LBR|Montserrado|2014-10-31	LBR	Montserrado	6.381102292	-10.65377039	31/10/2014
EBOV|LIBR0058|KR006940|LBR|RiverCess|2014-11-05	LBR	RiverCess	5.7150108	-9.491400846	05/11/2014
EBOV|LIBR0059|KR006941|LBR|RiverCess|2014-11-05	LBR	RiverCess	5.683620968	-9.561880156	05/11/2014
EBOV|LIBR0063|KR006942|LBR|Montserrado|2014-11-06	LBR	Montserrado	6.354298837	-10.66388621	06/11/2014
EBOV|LIBR0067|KR006943|LBR|Bomi|2014-11-06	LBR	Bomi	6.801493405	-10.83045243	06/11/2014
EBOV|LIBR0071|KT725303|LBR|GrandBassa|2014-11-06	LBR	GrandBassa	5.864480059	-10.00530892	06/11/2014
EBOV|LIBR0073|KR006944|LBR|GrandBassa|2014-11-06	LBR	GrandBassa	5.905827531	-10.03744137	06/11/2014
EBOV|LIBR0079|KT725274|LBR|Montserrado|2014-11-07	LBR	Montserrado	6.339872041	-10.74030562	07/11/2014
EBOV|LIBR0090|KR006945|LBR|Margibi|2014-11-08	LBR	Margibi	6.276190599	-10.29910247	08/11/2014
EBOV|LIBR0092|KR006946|LBR|Montserrado|2014-11-08	LBR	Montserrado	6.357439013	-10.68720405	08/11/2014
EBOV|LIBR0093|KR006947|LBR|Montserrado|2014-11-08	LBR	Montserrado	6.320013489	-10.70382055	08/11/2014
EBOV|LIBR0112|KT725330|LBR|Montserrado|2014-11-10	LBR	Montserrado	6.255686103	-10.67048832	10/11/2014
EBOV|LIBR0114|KT725273|LBR|GrandBassa|2014-11-10	LBR	GrandBassa	5.863541145	-10.098896	10/11/2014
EBOV|LIBR0115|KT725254|LBR|GrandBassa|2014-11-10	LBR	GrandBassa	5.85437481	-9.964036288	10/11/2014
EBOV|LIBR0116|KR006948|LBR|GrandBassa|2014-11-10	LBR	GrandBassa	5.817009741	-10.1024458	10/11/2014
EBOV|LIBR0118|KT725291|LBR|Bomi|2014-11-10	LBR	Bomi	6.93867193	-10.83251443	10/11/2014
EBOV|LIBR0157|KT725393|LBR|Gbarpolu|2014-11-13	LBR	Gbarpolu	7.600959916	-10.25578703	13/11/2014
EBOV|LIBR0159|KT725327|LBR|Montserrado|2014-11-13	LBR	Montserrado	6.294590287	-10.67414154	13/11/2014
EBOV|LIBR0160|KT725370|LBR|Montserrado|2014-11-13	LBR	Montserrado	6.249177371	-10.69852297	13/11/2014
EBOV|LIBR0168|KR006949|LBR|Bomi|2014-11-13	LBR	Bomi	6.837138314	-10.85775092	13/11/2014
EBOV|LIBR0173|KR006950|LBR|Montserrado|2014-11-14	LBR	Montserrado	6.283120038	-10.66851457	14/11/2014
EBOV|LIBR0176|KR006951|LBR|Montserrado|2014-11-14	LBR	Montserrado	6.329207982	-10.67051201	14/11/2014
EBOV|LIBR0177|KT725279|LBR|Montserrado|2014-11-14	LBR	Montserrado	6.346918052	-10.69804556	14/11/2014
EBOV|LIBR0229|KT725333|LBR|GrandBassa|2014-11-17	LBR	GrandBassa	5.820195578	-9.95850087	17/11/2014
EBOV|LIBR0279|KT725280|LBR|?|2014-11-22	LBR	Montserrado	6.373884094	-10.64903302	22/11/2014
EBOV|LIBR0284|KT725328|LBR|GrandCapeMount|2014-11-22	LBR	GrandCapeMount	6.656885026	-11.28468326	22/11/2014
EBOV|LIBR0286|KR006952|LBR|GrandCapeMount|2014-11-22	LBR	GrandCapeMount	6.679760728	-11.3091598	22/11/2014
EBOV|LIBR0333|KR006953|LBR|GrandCapeMount|2014-11-25	LBR	GrandCapeMount	6.763628235	-11.38564826	25/11/2014
EBOV|LIBR0350|KT725342|LBR|Montserrado|2014-11-26	LBR	Montserrado	6.247998765	-10.76733276	26/11/2014
EBOV|LIBR0380|KT725290|LBR|Montserrado|2014-11-28	LBR	Montserrado	6.249957437	-10.68490235	28/11/2014
EBOV|LIBR0423|KR006954|LBR|Montserrado|2014-12-03	LBR	Montserrado	6.301416411	-10.65790975	03/12/2014
EBOV|LIBR0430|KR006955|LBR|GrandBassa|2014-12-03	LBR	GrandBassa	5.836410861	-10.06301345	03/12/2014
EBOV|LIBR0503|KR006956|LBR|Sinoe|2014-12-10	LBR	Sinoe	5.073656377	-8.991356894	10/12/2014
EBOV|LIBR0505|KR006957|LBR|Sinoe|2014-12-10	LBR	Sinoe	5.036752658	-9.069541493	10/12/2014
EBOV|LIBR0605|KR006958|LBR|Montserrado|2014-12-20	LBR	Montserrado	6.248948765	-10.71729454	20/12/2014
EBOV|LIBR0622|KT725288|LBR|Montserrado|2014-12-22	LBR	Montserrado	6.371935168	-10.65531448	22/12/2014
EBOV|LIBR0624|KR006959|LBR|Montserrado|2014-12-22	LBR	Montserrado	6.327661535	-10.67986484	22/12/2014
EBOV|LIBR0707|KT725366|LBR|Montserrado|2014-12-29	LBR	Montserrado	6.381416411	-10.6595263	29/12/2014
EBOV|LIBR0993|KR006960|LBR|Montserrado|2015-01-20	LBR	Montserrado	6.239081988	-10.71556901	20/01/2015
EBOV|LIBR10008|KT725316|LBR|?|2014-08-21	LBR	Margibi	6.206036098	-10.34675959	21/08/2014
EBOV|LIBR10014|KT725390|LBR|Montserrado|2014-08-19	LBR	Montserrado	6.291883638	-10.72148078	19/08/2014
EBOV|LIBR10017|KT725293|LBR|Montserrado|2014-08-19	LBR	Montserrado	6.37095986	-10.7684929	19/08/2014
EBOV|LIBR10020|KT725292|LBR|?|2014-08-18	LBR	Margibi	6.221135988	-10.30775316	18/08/2014
EBOV|LIBR10021|KT725335|LBR|?|2014-08-18	LBR	Montserrado	6.377366333	-10.67207908	18/08/2014
EBOV|LIBR10022|KT725378|LBR|?|2014-08-16	LBR	Montserrado	6.260769157	-10.73088867	16/08/2014
EBOV|LIBR10025|KT725315|LBR|Margibi|2014-08-16	LBR	Margibi	6.175681407	-10.41053268	16/08/2014
EBOV|LIBR10026|KT725344|LBR|Margibi|2014-08-16	LBR	Margibi	6.280745289	-10.38486358	16/08/2014
EBOV|LIBR10027|KT725294|LBR|?|2014-08-16	LBR	Lofa	7.905923801	-10.10110232	16/08/2014
EBOV|LIBR10029|KT725348|LBR|Margibi|2014-08-16	LBR	Margibi	6.237708319	-10.33278552	16/08/2014
EBOV|LIBR10030|KT725257|LBR|Margibi|2014-08-16	LBR	Margibi	6.228523222	-10.43836917	16/08/2014
EBOV|LIBR10031|KT725278|LBR|Margibi|2014-08-16	LBR	Margibi	6.213564296	-10.30903164	16/08/2014
EBOV|LIBR10032|KT725267|LBR|?|2014-08-16	LBR	Montserrado	6.376528616	-10.77104189	16/08/2014
EBOV|LIBR10033|KT725386|LBR|Nimba|2014-08-15	LBR	Nimba	6.507189846	-8.795109407	15/08/2014
EBOV|LIBR10035|KT725259|LBR|GrandBassa|2014-08-15	LBR	GrandBassa	5.813582232	-10.05278522	15/08/2014
EBOV|LIBR10036|KT725299|LBR|?|2014-08-10	LBR	Montserrado	6.257952937	-10.64153194	10/08/2014
EBOV|LIBR10037|KT725311|LBR|?|2014-08-10	LBR	Montserrado	6.256923532	-10.72820279	10/08/2014
EBOV|LIBR10040|KT725314|LBR|?|2014-08-04	LBR	Montserrado	6.324992088	-10.70704553	04/08/2014
EBOV|LIBR10042|KT725261|LBR|?|2014-08-04	LBR	Montserrado	6.34105483	-10.77414131	04/08/2014
EBOV|LIBR10047|KT725345|LBR|Margibi|2014-10-01	LBR	Margibi	6.207048381	-10.30293187	01/10/2014
EBOV|LIBR10048|KT725361|LBR|?|2014-10-01	LBR	Montserrado	6.246769712	-10.73790059	01/10/2014
EBOV|LIBR10050|KT725270|LBR|?|2014-10-01	LBR	Montserrado	6.32297056	-10.73372974	01/10/2014
EBOV|LIBR10051|KT725368|LBR|?|2014-10-01	LBR	Montserrado	6.347831038	-10.67582344	01/10/2014
EBOV|LIBR10052|KT725258|LBR|?|2014-10-01	LBR	Montserrado	6.346201387	-10.6913739	01/10/2014
EBOV|LIBR10053|KR006963|LBR|?|2014-10-01	LBR	Margibi	6.306683563	-10.32291939	01/10/2014
EBOV|LIBR10054|KR006964|LBR|Bomi|2014-09-23	LBR	Bomi	6.94322016	-10.83581925	23/09/2014
EBOV|LIBR10055|KT725340|LBR|Bomi|2014-09-23	LBR	Bomi	6.877292016	-10.83279138	23/09/2014
EBOV|LIBR10056|KT725276|LBR|Margibi|2014-09-23	LBR	Margibi	6.182537858	-10.33530922	23/09/2014
EBOV|LIBR10060|KT725357|LBR|Montserrado|2014-09-23	LBR	Montserrado	6.246360999	-10.63283725	23/09/2014
EBOV|LIBR10061|KT725376|LBR|Montserrado|2014-09-23	LBR	Montserrado	6.334797065	-10.68231921	23/09/2014
EBOV|LIBR10062|KT725359|LBR|?|2014-09-23	LBR	Margibi	6.233075161	-10.43140726	23/09/2014
EBOV|LIBR10065|KT725298|LBR|?|2014-09-21	LBR	Montserrado	6.371386472	-10.71230153	21/09/2014
EBOV|LIBR10066|KT725379|LBR|Montserrado|2014-09-20	LBR	Montserrado	6.31267906	-10.74817845	20/09/2014
EBOV|LIBR10071|KT725308|LBR|Montserrado|2014-09-20	LBR	Montserrado	6.263541901	-10.66585896	20/09/2014
EBOV|LIBR10072|KT725307|LBR|Montserrado|2014-09-20	LBR	Montserrado	6.285122522	-10.63840323	20/09/2014
EBOV|LIBR10074|KT725325|LBR|?|2014-09-20	LBR	Montserrado	6.260178264	-10.72227777	20/09/2014
EBOV|LIBR10076|KT725334|LBR|?|2014-09-20	LBR	Nimba	6.517468692	-8.873748333	20/09/2014
EBOV|LIBR10077|KT725326|LBR|Margibi|2014-08-26	LBR	Margibi	6.161913885	-10.39566186	26/08/2014
EBOV|LIBR10078|KT725297|LBR|GrandBassa|2014-08-26	LBR	GrandBassa	5.90288311	-10.00909056	26/08/2014
EBOV|LIBR10079|KT725309|LBR|GrandBassa|2014-08-26	LBR	GrandBassa	5.933484392	-10.06161719	26/08/2014
EBOV|LIBR10081|KT725339|LBR|Margibi|2014-08-26	LBR	Margibi	6.27656077	-10.42745008	26/08/2014
EBOV|LIBR10082|KT725300|LBR|Margibi|2014-08-26	LBR	Margibi	6.211412011	-10.30189218	26/08/2014
EBOV|LIBR10086|KT725381|LBR|Margibi|2014-08-26	LBR	Margibi	6.310150582	-10.29244751	26/08/2014
EBOV|LIBR10087|KT725346|LBR|Margibi|2014-08-26	LBR	Margibi	6.164190243	-10.35703994	26/08/2014
EBOV|LIBR10088|KT725349|LBR|Montserrado|2014-08-26	LBR	Montserrado	6.365372357	-10.64218296	26/08/2014
EBOV|LIBR10089|KT725377|LBR|?|2014-08-17	LBR	Montserrado	6.365672029	-10.76729746	17/08/2014
EBOV|LIBR10092|KT725380|LBR|?|2014-08-17	LBR	Nimba	6.547693781	-8.864794648	17/08/2014
EBOV|LIBR10093|KT725363|LBR|Nimba|2014-08-17	LBR	Nimba	6.521334529	-8.937621187	17/08/2014
EBOV|LIBR10098|KT725383|LBR|?|2014-08-17	LBR	Montserrado	6.379908787	-10.71346971	17/08/2014
EBOV|LIBR10100|KT725286|LBR|?|2014-08-22	LBR	Montserrado	6.258664611	-10.66414954	22/08/2014
EBOV|LIBR10101|KT725331|LBR|?|2014-08-22	LBR	Montserrado	6.232008827	-10.63347439	22/08/2014
EBOV|LIBR10103|KT725338|LBR|Nimba|2014-08-20	LBR	Nimba	6.455372623	-8.889555876	20/08/2014
EBOV|LIBR10106|KT725337|LBR|Nimba|2014-08-20	LBR	Nimba	6.471133978	-8.910748613	20/08/2014
EBOV|LIBR10110|KT725387|LBR|?|2014-08-20	LBR	Montserrado	6.299850722	-10.76309534	20/08/2014
EBOV|LIBR10112|KT725365|LBR|RiverGee|2014-08-20	LBR	RiverGee	5.259785037	-7.614113106	20/08/2014
EBOV|LIBR10113|KT725367|LBR|?|2014-08-20	LBR	Montserrado	6.261269502	-10.63745421	20/08/2014
EBOV|LIBR10118|KT725364|LBR|Montserrado|2014-08-24	LBR	Montserrado	6.37867353	-10.73242547	24/08/2014
EBOV|LIBR10127|KT725272|LBR|Bong|2014-08-22	LBR	Bong	7.053295011	-9.851793717	22/08/2014
EBOV|LIBR10128|KT725355|LBR|Montserrado|2014-08-30	LBR	Montserrado	6.236346708	-10.69627847	30/08/2014
EBOV|LIBR10130|KT725343|LBR|Montserrado|2014-09-01	LBR	Montserrado	6.303624093	-10.69655381	01/09/2014
EBOV|LIBR10132|KT725255|LBR|Margibi|2014-09-08	LBR	Margibi	6.195950364	-10.34876516	08/09/2014
EBOV|LIBR10135|KT725260|LBR|?|2014-09-07	LBR	Montserrado	6.278885079	-10.70992159	07/09/2014
EBOV|LIBR10136|KT725263|LBR|?|2014-09-09	LBR	Montserrado	6.346025084	-10.64456518	09/09/2014
EBOV|LIBR10137|KT725385|LBR|?|2014-09-09	LBR	Montserrado	6.238568234	-10.72912963	09/09/2014
EBOV|LIBR10139|KT725265|LBR|?|2014-09-09	LBR	Montserrado	6.307414187	-10.72676387	09/09/2014
EBOV|LIBR10144|KT725271|LBR|?|2014-09-20	LBR	GrandCapeMount	6.789553394	-11.38240631	20/09/2014
EBOV|LIBR10145|KT725362|LBR|?|2014-09-20	LBR	Montserrado	6.353567759	-10.65321206	20/09/2014
EBOV|LIBR10148|KT725295|LBR|Nimba|2014-09-20	LBR	Nimba	6.554938102	-8.929470463	20/09/2014
EBOV|LIBR10151|KT725317|LBR|?|2014-09-09	LBR	Montserrado	6.27907491	-10.64829514	09/09/2014
EBOV|LIBR10154|KT725318|LBR|Montserrado|2014-09-13	LBR	Montserrado	6.355097313	-10.65941674	13/09/2014
EBOV|LIBR10155|KT725296|LBR|GrandBassa|2014-09-13	LBR	GrandBassa	5.87258271	-10.06359371	13/09/2014
EBOV|LIBR10156|KT725352|LBR|GrandBassa|2014-09-13	LBR	GrandBassa	5.860277479	-9.963594377	13/09/2014
EBOV|LIBR10168|KT725353|LBR|?|2014-09-20	LBR	Montserrado	6.345454076	-10.77568207	20/09/2014
EBOV|LIBR10169|KT725382|LBR|?|2014-08-24	LBR	Nimba	6.480231557	-8.856042145	24/08/2014
EBOV|LIBR10170|KT725350|LBR|Montserrado|2014-08-17	LBR	Montserrado	6.245579185	-10.68875689	17/08/2014
EBOV|LIBR10172|KT725289|LBR|?|2014-09-01	LBR	Montserrado	6.336854195	-10.64745773	01/09/2014
EBOV|LIBR10179|KT725375|LBR|Montserrado|2014-10-11	LBR	Montserrado	6.341159803	-10.77080381	11/10/2014
EBOV|LIBR10180|KT725391|LBR|Montserrado|2014-10-11	LBR	Montserrado	6.249369051	-10.71729629	11/10/2014
EBOV|LIBR10187|KT725392|LBR|?|2014-08-19	LBR	Montserrado	6.233838288	-10.69185618	19/08/2014
EBOV|LIBR10195|KT725264|LBR|?|2014-08-26	LBR	Montserrado	6.232498194	-10.71408571	26/08/2014
EBOV|LIBR10196|KT725283|LBR|?|2014-08-26	LBR	Montserrado	6.359656493	-10.75958961	26/08/2014
EBOV|LIBR10201|KT725306|LBR|Montserrado|2014-08-27	LBR	Montserrado	6.315835172	-10.67946789	27/08/2014
EBOV|LIBR10202|KT725356|LBR|Montserrado|2014-08-27	LBR	Montserrado	6.281579868	-10.75228361	27/08/2014
EBOV|LIBR10204|KT725281|LBR|?|2014-08-27	LBR	Margibi	6.214966777	-10.37677192	27/08/2014
EBOV|LIBR10205|KT725351|LBR|Montserrado|2014-09-19	LBR	Montserrado	6.356262999	-10.70273182	19/09/2014
EBOV|LIBR10208|KT725329|LBR|Montserrado|2014-09-19	LBR	Montserrado	6.369114082	-10.6431629	19/09/2014
EBOV|LIBR10209|KT725371|LBR|Montserrado|2014-09-19	LBR	Montserrado	6.352662799	-10.76453351	19/09/2014
EBOV|LIBR10210|KT725321|LBR|Montserrado|2014-09-19	LBR	Montserrado	6.271223119	-10.77770174	19/09/2014
EBOV|LIBR10212|KT725373|LBR|?|2014-09-19	LBR	Margibi	6.237901819	-10.37098916	19/09/2014
EBOV|LIBR10217|KT725323|LBR|?|2014-09-29	LBR	Montserrado	6.249822411	-10.69616026	29/09/2014
EBOV|LIBR10218|KT725284|LBR|?|2014-09-29	LBR	Montserrado	6.245374839	-10.68329362	29/09/2014
EBOV|LIBR10222|KT725305|LBR|GrandBassa|2014-09-26	LBR	GrandBassa	5.927056516	-10.07496189	26/09/2014
EBOV|LIBR10223|KT725301|LBR|Montserrado|2014-09-26	LBR	Montserrado	6.282419867	-10.66450258	26/09/2014
EBOV|LIBR10224|KT725302|LBR|Montserrado|2014-09-26	LBR	Montserrado	6.286275031	-10.69862093	26/09/2014
EBOV|LIBR10226|KT725304|LBR|Montserrado|2014-09-26	LBR	Montserrado	6.23836872	-10.68623129	26/09/2014
EBOV|LIBR10230|KT725354|LBR|Montserrado|2014-09-26	LBR	Montserrado	6.318610911	-10.76011126	26/09/2014
EBOV|LIBR10237|KT725275|LBR|?|2014-07-11	LBR	Montserrado	6.35595819	-10.67657017	11/07/2014
EBOV|LIBR10238|KT725322|LBR|?|2014-07-18	LBR	Montserrado	6.317544163	-10.72158432	18/07/2014
EBOV|LIBR10239|KT725324|LBR|?|2014-07-19	LBR	Montserrado	6.253051088	-10.68203534	19/07/2014
EBOV|LIBR10240|KT725320|LBR|?|2014-06-24	LBR	Montserrado	6.257632138	-10.66026377	24/06/2014
EBOV|LIBR10241|KT725262|LBR|?|2014-06-25	LBR	Montserrado	6.31421185	-10.66554345	25/06/2014
EBOV|LIBR10245|KT725332|LBR|?|2014-07-01	LBR	Montserrado	6.359501995	-10.76482019	01/07/2014
EBOV|LIBR10248|KT725277|LBR|?|2014-07-14	LBR	Montserrado	6.254958522	-10.63575792	14/07/2014
EBOV|LIBR10249|KT725388|LBR|?|2014-07-04	LBR	Montserrado	6.317327246	-10.65656146	04/07/2014
EBOV|LIBR10250|KT725360|LBR|?|2014-06-23	LBR	Montserrado	6.260659294	-10.76554159	23/06/2014
EBOV|LIBR10251|KT725319|LBR|GrandKru|2014-09-15	LBR	GrandKru	4.642276772	-8.249676238	15/09/2014
EBOV|LIBR10252|KT725266|LBR|GrandKru|2014-09-15	LBR	GrandKru	4.638091468	-8.243509062	15/09/2014
EBOV|LIBR10253|KT725282|LBR|Margibi|2014-09-16	LBR	Margibi	6.263073755	-10.39954931	16/09/2014
EBOV|LIBR10254|KT725268|LBR|?|2014-10-02	LBR	Margibi	6.188446889	-10.43378806	02/10/2014
EBOV|LIBR10255|KT725269|LBR|Bong|2014-10-02	LBR	Bong	6.931281912	-9.92031939	02/10/2014
EBOV|LIBR10261|KT725287|LBR|Sinoe|2014-10-14	LBR	Sinoe	5.003222851	-9.122775798	14/10/2014
EBOV|LIBR10262|KT725285|LBR|Montserrado|2014-10-16	LBR	Montserrado	6.303042832	-10.77648651	16/10/2014
EBOV|LIBR10265|KT725312|LBR|?|2014-10-18	LBR	Montserrado	6.267827199	-10.65033288	18/10/2014
EBOV|LIBR10267|KT725374|LBR|Montserrado|2014-10-05	LBR	Montserrado	6.252096923	-10.7571429	05/10/2014
EBOV|LIBR10270|KT725256|LBR|?|2014-08-26	LBR	Montserrado	6.29538644	-10.72813554	26/08/2014
EBOV|LIBR10271|KT725347|LBR|?|2014-08-26	LBR	Lofa	7.838990527	-10.08697911	26/08/2014
EBOV|LIBR10277|KT725369|LBR|Margibi|2014-08-26	LBR	Margibi	6.214956473	-10.35588184	26/08/2014
EBOV|LIBR10279|KT725341|LBR|Montserrado|2014-08-26	LBR	Montserrado	6.379537531	-10.65097929	26/08/2014
EBOV|LIBR10306|KT725336|LBR|?|2014-06-25	LBR	Montserrado	6.236836021	-10.64814417	25/06/2014
EBOV|LIBR10307|KT725310|LBR|Montserrado|2014-10-02	LBR	Montserrado	6.32304928	-10.76948078	02/10/2014
EBOV|LIBR11079|KT725372|LBR|Montserrado|2014-10-02	LBR	Montserrado	6.316935482	-10.74906525	02/10/2014
EBOV|LIBR11177|KT725358|LBR|Margibi|2014-10-05	LBR	Margibi	6.196114716	-10.34708006	05/10/2014
EBOV|LIBR1195|KR006961|LBR|Margibi|2015-02-02	LBR	Margibi	6.214694186	-10.31602519	02/02/2015
EBOV|LIBR1221|KT725384|LBR|Montserrado|2015-02-04	LBR	Montserrado	6.249706219	-10.69738341	04/02/2015
EBOV|LIBR1413|KR006962|LBR|Montserrado|2015-02-14	LBR	Montserrado	6.303366983	-10.74482366	14/02/2015
EBOV|EM095|KM034550|SLE|Kailahun|2014-05-25	SLE	Kailahun	8.020736378	-10.81886766	25/05/2014
EBOV|EM096|KM034551|SLE|Kailahun|2014-05-26	SLE	Kailahun	7.918732316	-10.80993536	26/05/2014
EBOV|EM098|KM034552|SLE|Kailahun|2014-05-26	SLE	Kailahun	7.99980272	-10.91472078	26/05/2014
EBOV|EM104|KM233035|SLE|Kailahun|2014-06-02	SLE	Kailahun	8.029500855	-10.91334177	02/06/2014
EBOV|EM106|KM233036|SLE|Kailahun|2014-06-02	SLE	Kailahun	8.032102308	-10.7948895	02/06/2014
EBOV|EM110|KM233037|SLE|Kailahun|2014-06-03	SLE	Kailahun	7.959686672	-10.83954704	03/06/2014
